nsnp,ppos1,ppos2,gpos1,gpos2,chrom,founder1,founder2
153,9506492,9587893,30.8647050692921,31.4102104659038,I,FM.g1,FB.g1
1711,2402766,2522269,18.7648961198827,20.3936862943731,I,FM.g2,FB.g1
1424,2922060,3035520,24.1245931486222,24.6810001896358,I,FM.g2,FB.g1
1603,10922245,11041993,36.4369021344939,37.1947815112852,I,FM.g2,FB.g1
1300,1071017,1181667,7.57878607292647,9.28315805473725,I,FA.g1,FB.g2
1941,1216387,1390284,9.76455529351568,10.2724335250775,I,FA.g1,FB.g2
919,1775096,1829014,15.1700599987119,15.849120471371,I,FA.g1,FB.g2
833,2536619,2588637,20.6052843795385,21.141390150432,I,FA.g1,FB.g2
493,11930278,12041264,43.9850840139564,45.0038113790508,I,FA.g1,FB.g2
5159,121966,452383,0.344376836552678,1.43830636633041,I,FA.g2,FB.g2
2155,670033,810274,3.55214927988078,5.32208484474451,I,FA.g2,FB.g2
1300,1071017,1181667,7.57878607292647,9.28315805473725,I,FA.g2,FB.g2
1941,1216387,1390284,9.76455529351568,10.2724335250775,I,FA.g2,FB.g2
1117,1775096,1838287,15.1700599987119,15.9760349407013,I,FA.g2,FB.g2
1627,2669398,2748229,21.96594126808,22.876994742727,I,FA.g2,FB.g2
1715,2754559,2828699,22.9364536654489,23.6328651236792,I,FA.g2,FB.g2
2857,10726535,10917692,34.0445450313678,36.3717349587119,I,FA.g2,FB.g2
517,11919939,12001960,43.9538417265764,44.6257967646579,I,FA.g2,FB.g2
534,1127153,1181667,7.94058859672446,9.28315805473725,I,FM.g1,FB.g2
449,9162735,9233237,29.118396861962,30.047578329098,I,FM.g1,FB.g2
530,11927478,12041007,43.9741697648231,45.0001190035895,I,FM.g1,FB.g2
534,1127153,1181667,7.94058859672446,9.28315805473725,I,FM.g2,FB.g2
2857,10726535,10917692,34.0445450313678,36.3717349587119,I,FM.g2,FB.g2
296,11950746,12041264,44.1680324331043,45.0038113790508,I,FM.g2,FB.g2
1238,582116,652518,2.37989805000053,3.09382589904775,I,FB.g1,FB.g2
2368,2522269,2649137,20.3936862943731,21.7157613449678,I,FB.g1,FB.g2
3575,2669398,2828699,21.96594126808,23.6328651236792,I,FB.g1,FB.g2
1253,3334388,3390091,25.0602813285523,25.665248457191,I,FB.g1,FB.g2
3083,11391270,11543027,39.5932748757925,42.3956646522085,I,FB.g1,FB.g2
4862,12438246,12586481,47.7267421351811,48.4885903187054,I,FB.g1,FB.g2
13947,46128,810867,0.00396902552065375,1.25950206728377,II,FA.g1,FA.g2
2177,897878,994679,2.85481972074635,3.63095498724542,II,FA.g1,FA.g2
936,1174318,1230188,5.80579430752471,6.39425606974263,II,FA.g1,FA.g2
66526,1833597,4949063,14.0734463757155,23.8702346371575,II,FA.g1,FA.g2
107525,4949252,10161438,23.8706518939964,25.1664697404706,II,FA.g1,FA.g2
1070,11345124,11420259,29.0963600023951,29.8045472041152,II,FA.g1,FA.g2
18722,12680095,13966690,39.8337206948584,49.9999893347002,II,FA.g1,FA.g2
5169,810864,1004599,1.25948662471899,3.6684727886185,II,FA.g1,FM.g1
936,1174318,1230188,5.80579430752471,6.39425606974263,II,FA.g1,FM.g1
3875,1605912,1872923,12.6642085396859,14.2739218984544,II,FA.g1,FM.g1
9730,4337269,4809180,22.1225810130811,23.561413799041,II,FA.g1,FM.g1
18003,11665966,12849930,31.1809466063943,42.2937195315489,II,FA.g1,FM.g1
2177,897878,994679,2.85481972074635,3.63095498724542,II,FA.g2,FM.g1
7686,1062278,1554739,3.88661686779172,11.7305583156083,II,FA.g2,FM.g1
9730,4337269,4809180,22.1225810130811,23.561413799041,II,FA.g2,FM.g1
5962,10827862,11111670,26.0904084621147,26.979619480496,II,FA.g2,FM.g1
2153,11111972,11214958,26.9819457429416,27.7752320483143,II,FA.g2,FM.g1
1503,12680095,12849930,39.8337206948584,42.2937195315489,II,FA.g2,FM.g1
1492,1486214,1570484,10.4910463732574,12.0232448075288,II,FA.g2,FM.g2
924,1486214,1554739,10.4910463732574,11.7305583156083,II,FM.g1,FM.g2
940,13153806,13234133,47.0844504937315,49.0778422040836,II,FM.g1,FM.g2
869,1090202,1140572,3.99222645302782,5.00644050915711,II,FA.g1,FB.g1
1832,11514441,11632714,30.4606070294117,31.00065227478,II,FA.g1,FB.g1
1047,1210646,1267939,6.20574461878337,6.7505590711959496,II,FA.g2,FB.g1
5756,1505634,1880730,10.7658638220035,14.3357929227682,II,FA.g2,FB.g1
1047,1210646,1267939,6.20574461878337,6.7505590711959496,II,FM.g1,FB.g1
666,12836411,12891738,42.1505821564154,42.7024428192603,II,FM.g1,FB.g1
2197,13128876,13282791,46.7953343712228,49.4777708105623,II,FM.g1,FB.g1
1333,1363662,1440669,8.62153148288418,9.8465272845273,II,FM.g2,FB.g1
1270,1505634,1570484,10.7658638220035,12.0232448075288,II,FM.g2,FB.g1
1247,12729293,12865464,40.5423309841391,42.4455829919227,II,FM.g2,FB.g1
940,13153806,13234133,47.0844504937315,49.0778422040836,II,FM.g2,FB.g1
1487,11103569,11170307,26.9172186458211,27.4312918348756,II,FA.g1,FB.g2
1070,11345124,11420259,29.0963600023951,29.8045472041152,II,FA.g1,FB.g2
976,11741873,11804336,31.617799871052,32.1191673493989,II,FA.g1,FB.g2
10885,11196963,11803792,27.6366191585508,32.1170179784282,II,FA.g2,FB.g2
976,11741873,11804336,31.617799871052,32.1191673493989,II,FM.g1,FB.g2
3818,2399690,2642397,16.4421218880471,19.1009826453109,II,FM.g2,FB.g2
1332,2642791,2712340,19.1043552223704,19.6439434553534,II,FM.g2,FB.g2
868,12604402,12707230,39.0153925078563,40.180076347506,II,FM.g2,FB.g2
1084,724985,818689,2.60231669602529,3.11923678094078,III,FA.g1,FA.g2
2762,8713328,8869716,17.2036669707268,17.9181169547285,III,FA.g1,FA.g2
2335,9062057,9177883,19.1373246983438,19.9744354462827,III,FA.g1,FA.g2
2643,10675301,10919873,28.4754457853791,31.1959614267147,III,FA.g1,FA.g2
11651,1237307,2044912,5.89433645245899,12.1668620151555,III,FA.g1,FM.g1
5061,8555606,8818859,16.2138193313735,17.7471084711725,III,FA.g1,FM.g1
973,9415140,9560112,21.1495126367062,22.6756986106608,III,FA.g1,FM.g1
1661,9911629,10145394,25.8088686328328,26.8004034015175,III,FA.g1,FM.g1
5116,10541766,10973378,27.7536086705521,31.9880322634562,III,FA.g1,FM.g1
1966,8713328,8818859,17.2036669707268,17.7471084711725,III,FA.g2,FM.g1
2643,10675301,10919873,28.4754457853791,31.1959614267147,III,FA.g2,FM.g1
753,10993759,11047175,32.1413685599506,33.3371446923607,III,FA.g2,FM.g1
776,11462968,11528723,36.3798808253446,38.7865246461441,III,FA.g2,FM.g1
11651,1237307,2044912,5.89433645245899,12.1668620151555,III,FA.g1,FM.g2
5061,8555606,8818859,16.2138193313735,17.7471084711725,III,FA.g1,FM.g2
973,9415140,9560112,21.1495126367062,22.6756986106608,III,FA.g1,FM.g2
5425,9911629,10474852,25.8088686328328,27.6038712935919,III,FA.g1,FM.g2
6912,617,389004,0,1.47433707949397,III,FA.g2,FM.g2
1966,8713328,8818859,17.2036669707268,17.7471084711725,III,FA.g2,FM.g2
1107,11517778,11633146,38.248355457784,41.2415670693404,III,FA.g2,FM.g2
10493,11857570,12603717,44.4628309086742,49.9864727121332,III,FA.g2,FM.g2
79500,382007,4519692,1.45331129566833,15.0348297780735,III,FM.g1,FM.g2
107964,4519757,10145394,15.0348297780742,26.8004034015175,III,FM.g1,FM.g2
561,10957682,11028773,31.8699435283707,32.6268572770566,III,FM.g1,FM.g2
625,11741973,11807196,43.2486329178926,44.070614458394,III,FM.g1,FM.g2
380,11817867,11906820,44.1675368560642,44.8291314927872,III,FM.g1,FM.g2
1200,721597,817115,2.58909694896925,3.1069302893063,III,FA.g1,FB.g1
2058,10878813,11080985,30.2972140916685,33.6975072555143,III,FA.g1,FB.g1
1083,724985,817115,2.60231669602529,3.1069302893063,III,FA.g2,FB.g1
917,1278943,1354415,6.16464902375478,6.8451675056126,III,FA.g2,FB.g1
393,1451851,1511026,7.38036389637226,8.51697877617515,III,FA.g2,FB.g1
874,1570515,1640761,8.84186543179032,10.5210796062936,III,FA.g2,FB.g1
2680,9253042,9442279,20.3922142124971,21.1495126495397,III,FA.g2,FB.g1
3025,11047105,11281521,33.3344428056597,35.2409248967395,III,FA.g2,FB.g1
7367,12107572,12603717,48.0592152092392,49.9864727121332,III,FA.g2,FB.g1
704,818689,897155,3.11923678094078,3.70219109690175,III,FM.g1,FB.g1
881,10878813,10973378,30.2972140916685,31.9880322634562,III,FM.g1,FB.g1
1414,11539151,11658617,39.2992727773656,41.4718782815887,III,FM.g1,FB.g1
704,818689,897155,3.11923678094078,3.70219109690175,III,FM.g2,FB.g1
1028,10534549,10604370,27.7374587669516,28.321741092383,III,FM.g2,FB.g1
7367,12107572,12603717,48.0592152092392,49.9864727121332,III,FM.g2,FB.g1
2335,9062057,9177883,19.1373246983438,19.9744354462827,III,FA.g1,FB.g2
816,9442469,9560112,21.1495126496296,22.6756986106608,III,FA.g1,FB.g2
917,1278943,1354415,6.16464902375478,6.8451675056126,III,FA.g2,FB.g2
1881,1380364,1485326,7.00159991866842,8.22840774326344,III,FA.g2,FB.g2
2865,8954328,9058574,18.3563990053351,19.1120764904448,III,FA.g2,FB.g2
3166,9058607,9222928,19.1123157068848,20.2458550620859,III,FA.g2,FB.g2
880,9946342,10095842,25.9296632296641,26.7573016168629,III,FA.g2,FB.g2
241,10937227,11000575,31.5348272346642,32.1926486834434,III,FA.g2,FB.g2
897,11092267,11191547,33.8067766317516,34.7126737552989,III,FA.g2,FB.g2
2308,9442469,9631323,21.1495126496296,23.2040527423813,III,FM.g1,FB.g2
3983,327102,500646,1.27424942273181,1.82932968891557,III,FM.g2,FB.g2
2308,9442469,9631323,21.1495126496296,23.2040527423813,III,FM.g2,FB.g2
1817,1270477,1380488,6.10968538102757,7.0022569155103,III,FB.g1,FB.g2
897,11092267,11191547,33.8067766317516,34.7126737552989,III,FB.g1,FB.g2
600,11789214,11930808,43.843993909488,45.2513081653091,III,FB.g1,FB.g2
13956,545752,1259675,2.18182338543672,7.66330363529286,IV,FA.g1,FA.g2
9677,1596498,2438948,11.0296550724713,18.9835573622406,IV,FA.g1,FA.g2
2006,3102722,3203912,23.7293528453128,24.4451820714698,IV,FA.g1,FA.g2
935,10788482,10862988,33.9308416787699,34.6581917093216,IV,FA.g1,FA.g2
9934,11668480,12310377,37.697824920993,43.9647960189721,IV,FA.g1,FA.g2
1486,12857850,12921291,48.1231050555709,49.1583251423087,IV,FA.g1,FA.g2
2788,12924695,13030484,49.21577731431,49.9999999572434,IV,FA.g1,FA.g2
1284,1203447,1259675,6.9611716379948,7.66330363529286,IV,FA.g1,FM.g1
6121,1596498,2009787,11.0296550724713,15.6568040104053,IV,FA.g1,FM.g1
1909,2141679,2299137,16.4763042304282,18.497541788196,IV,FA.g1,FM.g1
1516,2745580,2834844,21.9776391826797,22.5545693159765,IV,FA.g1,FM.g1
1486,12857850,12921291,48.1231050555709,49.1583251423087,IV,FA.g1,FM.g1
2788,12924695,13030484,49.21577731431,49.9999999572434,IV,FA.g1,FM.g1
8624,61171,574592,0.0052543398907198,2.32103549999069,IV,FA.g2,FM.g1
13160,1203447,2009787,6.9611716379948,15.6568040104053,IV,FA.g2,FM.g1
1909,2141679,2299137,16.4763042304282,18.497541788196,IV,FA.g2,FM.g1
960,10588237,10655194,31.5222594004685,33.324531368147,IV,FA.g2,FM.g1
19232,12651791,13684776,45.9448914308041,49.9999999999973,IV,FA.g2,FM.g1
2821,353246,504319,0.591121979462035,1.41245361761236,IV,FA.g1,FM.g2
6807,1324889,1691749,7.91197786469037,13.1630004162737,IV,FA.g1,FM.g2
1484,1866115,1992901,14.7641097180211,15.5518842221292,IV,FA.g1,FM.g2
366,1992998,2110721,15.5524869237438,16.2839492141159,IV,FA.g1,FM.g2
1033,2160349,2233848,16.5678154663111,17.450680744607,IV,FA.g1,FM.g2
2006,3102722,3203912,23.7293528453128,24.4451820714698,IV,FA.g1,FM.g2
935,10788482,10862988,33.9308416787699,34.6581917093216,IV,FA.g1,FM.g2
1058,11668480,11737310,37.697824920993,38.5515678200116,IV,FA.g1,FM.g2
4661,12322196,12579153,44.0838842918811,45.5109180364748,IV,FA.g1,FM.g2
1486,12857850,12921291,48.1231050555709,49.1583251423087,IV,FA.g1,FM.g2
2788,12924695,13030484,49.21577731431,49.9999999572434,IV,FA.g1,FM.g2
1450,1596498,1691749,11.0296550724713,13.1630004162737,IV,FA.g2,FM.g2
1484,1866115,1992901,14.7641097180211,15.5518842221292,IV,FA.g2,FM.g2
366,1992998,2110721,15.5524869237438,16.2839492141159,IV,FA.g2,FM.g2
1033,2160349,2233848,16.5678154663111,17.450680744607,IV,FA.g2,FM.g2
195377,2396910,11628247,18.8378833726473,37.3847077706953,IV,FA.g2,FM.g2
1132,11662110,11737310,37.618813701078,38.5515678200116,IV,FA.g2,FM.g2
19545,12579153,13684776,45.5109180364748,49.9999999999973,IV,FA.g2,FM.g2
12588,551333,1204114,2.2087631500458,6.98368137247685,IV,FM.g1,FM.g2
1450,1596498,1691749,11.0296550724713,13.1630004162737,IV,FM.g1,FM.g2
1484,1866115,1992901,14.7641097180211,15.5518842221292,IV,FM.g1,FM.g2
1033,2160349,2233848,16.5678154663111,17.450680744607,IV,FM.g1,FM.g2
960,10588237,10655194,31.5222594004685,33.324531368147,IV,FM.g1,FM.g2
3853,11925545,12184663,40.9825239556315,42.674124905167,IV,FM.g1,FM.g2
19232,12651791,13684776,45.9448914308041,49.9999999999973,IV,FM.g1,FM.g2
1220,510115,567990,1.49380133161555,2.28916731759522,IV,FA.g1,FB.g1
2317,678623,829470,3.4015619933851,4.91781271832998,IV,FA.g1,FB.g1
673,1992998,2140922,15.5524869237438,16.4716006724675,IV,FA.g1,FB.g1
2317,678623,829470,3.4015619933851,4.91781271832998,IV,FA.g2,FB.g1
673,1992998,2140922,15.5524869237438,16.4716006724675,IV,FA.g2,FB.g1
10118,3749834,4137320,26.4638451063774,27.3593639117719,IV,FA.g2,FB.g1
1658,1054190,1162141,5.66922113771133,6.6826135298688,IV,FM.g1,FB.g1
1202,12249551,12353979,43.0791300389201,44.2603940328277,IV,FM.g1,FB.g1
1658,1054190,1162141,5.66922113771133,6.6826135298688,IV,FM.g2,FB.g1
566,1978786,2110721,15.4641818170886,16.2839492141159,IV,FM.g2,FB.g1
10118,3749834,4137320,26.4638451063774,27.3593639117719,IV,FM.g2,FB.g1
1909,2141679,2299137,16.4763042304282,18.497541788196,IV,FA.g1,FB.g2
1315,10608563,10701007,32.3117953661628,33.5661911028265,IV,FA.g1,FB.g2
935,10788482,10862988,33.9308416787699,34.6581917093216,IV,FA.g1,FB.g2
1909,2141679,2299137,16.4763042304282,18.497541788196,IV,FA.g2,FB.g2
2365,10699776,10880754,33.561059523987,34.9849459771372,IV,FA.g2,FB.g2
1178,1054190,1141916,5.66922113771133,6.56576400926833,IV,FM.g1,FB.g2
2967,2113166,2404650,16.299141022853,18.8648258195769,IV,FM.g1,FB.g2
1031,2814866,2870163,22.4258423016592,23.0346582745687,IV,FM.g1,FB.g2
24551,9122464,9966745,28.4556322465794,29.4867072305018,IV,FM.g1,FB.g2
8689,9966793,10364168,29.4867966778492,30.5241454799164,IV,FM.g1,FB.g2
1266,11881953,11966520,40.6273249100432,41.3900183515107,IV,FM.g1,FB.g2
1178,1054190,1141916,5.66922113771133,6.56576400926833,IV,FM.g2,FB.g2
2148,1172898,1319004,6.74476187563391,7.88953716422721,IV,FM.g2,FB.g2
1033,2160349,2233848,16.5678154663111,17.450680744607,IV,FM.g2,FB.g2
2365,10699776,10880754,33.561059523987,34.9849459771372,IV,FM.g2,FB.g2
964,11866681,11925520,40.4214150141985,40.9823202490766,IV,FM.g2,FB.g2
1074,12256807,12331482,43.1616757638949,44.1354549256926,IV,FM.g2,FB.g2
2249,1001339,1141916,5.51517167875396,6.56576400926833,IV,FB.g1,FB.g2
5723,715245,950150,0.86611778296863,1.77399747823492,V,FA.g1,FA.g2
15772,957928,1708972,1.80011497111121,9.31186264660776,V,FA.g1,FA.g2
3830,13799446,13972097,39.8664087340729,41.7872548965636,V,FA.g1,FA.g2
2559,1541787,1684001,7.54309029496067,9.01989205522711,V,FA.g1,FM.g1
11984,13821636,14344395,40.0504406899751,46.6277741376834,V,FA.g1,FM.g1
2559,1541787,1684001,7.54309029496067,9.01989205522711,V,FA.g2,FM.g1
66517,1708028,4301444,9.29936806556524,17.5153010247269,V,FA.g2,FM.g1
7190,12386555,12728618,26.7774899034905,29.6572658963909,V,FA.g2,FM.g1
637,12777344,12830828,30.0517054036226,30.6423566608278,V,FA.g2,FM.g1
3429,13821636,13972097,40.0504406899751,41.7872548965636,V,FA.g2,FM.g1
2559,1541787,1684001,7.54309029496067,9.01989205522711,V,FA.g1,FM.g2
2088,13051527,13117987,33.4286450636129,34.3148628730157,V,FA.g1,FM.g2
3717,13505898,13635578,38.4736456425019,38.9853632945038,V,FA.g1,FM.g2
2559,1541787,1684001,7.54309029496067,9.01989205522711,V,FA.g2,FM.g2
74282,1708028,4617239,9.29936806556524,17.7985700888059,V,FA.g2,FM.g2
1091,11649139,11708823,21.778295846254,22.3175876305897,V,FA.g2,FM.g2
671,12292034,12384389,25.9945232176111,26.771151032869,V,FA.g2,FM.g2
1594,12520413,12577528,27.0658236906638,28.2297414849514,V,FA.g2,FM.g2
1477,12711768,12777175,29.5213411887231,30.0502380725125,V,FA.g2,FM.g2
637,12777344,12830828,30.0517054036226,30.6423566608278,V,FA.g2,FM.g2
10998,14199766,14777941,43.3522234923258,49.9999974418803,V,FA.g2,FM.g2
97049,18495,4301444,9.414143428557e-4,17.5153010247269,V,FM.g1,FM.g2
1594,12520413,12577528,27.0658236906638,28.2297414849514,V,FM.g1,FM.g2
2728,12734891,12896602,29.7078686080348,31.5822477248146,V,FM.g1,FM.g2
6733,13145309,13433598,34.5479250640444,37.5583825402957,V,FM.g1,FM.g2
1696,12195309,12309402,23.3078768641202,26.5516990978304,V,FA.g1,FB.g1
2523,12650845,12777175,28.9604588870088,30.0502380725125,V,FA.g2,FB.g1
637,12777344,12830828,30.0517054036226,30.6423566608278,V,FA.g2,FB.g1
4353,14303277,14548713,45.8110607754054,48.923327871073,V,FA.g2,FB.g1
1124,14576914,14629455,49.0793924675329,49.7523433147838,V,FA.g2,FB.g1
2921,12262811,12505194,25.0055574582299,27.0658236719902,V,FM.g1,FB.g1
1477,12650845,12728618,28.9604588870088,29.6572658963909,V,FM.g1,FB.g1
1607,12734891,12858668,29.7078686080348,31.082130286968,V,FM.g1,FB.g1
890,13313207,13384836,35.8183530488177,36.6346975810429,V,FM.g1,FB.g1
2247,12711768,12858668,29.5213411887231,31.082130286968,V,FM.g2,FB.g1
890,13313207,13384836,35.8183530488177,36.6346975810429,V,FM.g2,FB.g1
4353,14303277,14548713,45.8110607754054,48.923327871073,V,FM.g2,FB.g1
1124,14576914,14629455,49.0793924675329,49.7523433147838,V,FM.g2,FB.g1
41075,9935526,11589979,20.2343473166697,21.7326766698308,V,FA.g1,FB.g2
2523,12650845,12777175,28.9604588870088,30.0502380725125,V,FA.g2,FB.g2
637,12777344,12830828,30.0517054036226,30.6423566608278,V,FA.g2,FB.g2
2031,12995833,13050140,32.669800438268,33.404135253368,V,FA.g2,FB.g2
11225,14281974,14839082,44.6935350187989,49.9999974418803,V,FA.g2,FB.g2
5014,11589930,11760084,21.732638885185,22.430885647132,V,FM.g1,FB.g2
1477,12650845,12728618,28.9604588870088,29.6572658963909,V,FM.g1,FB.g2
1607,12734891,12858668,29.7078686080348,31.082130286968,V,FM.g1,FB.g2
3407,13204965,13385652,35.0568028207241,36.6478391847114,V,FM.g1,FB.g2
2247,12711768,12858668,29.5213411887231,31.082130286968,V,FM.g2,FB.g2
3407,13204965,13385652,35.0568028207241,36.6478391847114,V,FM.g2,FB.g2
2886,13442508,13551123,37.7849429187264,38.7117860967707,V,FM.g2,FB.g2
9250,14281974,14777941,44.6935350187989,49.9999974418803,V,FM.g2,FB.g2
32723,18495,1795762,9.414143428557e-4,11.1350328772813,V,FB.g1,FB.g2
11816,12319305,12935759,26.5806805547854,32.0410883049049,V,FB.g1,FB.g2
890,13313207,13384836,35.8183530488177,36.6346975810429,V,FB.g1,FB.g2
4353,14303277,14548713,45.8110607754054,48.923327871073,V,FB.g1,FB.g2
1124,14576914,14629455,49.0793924675329,49.7523433147838,V,FB.g1,FB.g2
14531,14997,4059167,7.08371299368232e-5,1.65562025033083,X,FA.g1,FA.g2
3239,6492015,6907572,4.54631601737703,5.57767451215607,X,FA.g1,FA.g2
34571,16709354,19713425,12.2195492367291,17.5300557326799,X,FA.g1,FA.g2
1162,20635854,20813635,19.2687960105289,19.837842916487,X,FA.g1,FA.g2
3132,20813686,21433959,19.8379730433287,21.7189438132908,X,FA.g1,FA.g2
4659,22275875,22513658,22.7718083864688,23.353543701908,X,FA.g1,FA.g2
4421,22956518,23214612,24.2113428914775,24.8341750785256,X,FA.g1,FA.g2
14531,14997,4059167,7.08371299368232e-5,1.65562025033083,X,FA.g1,FM.g1
3239,6492015,6907572,4.54631601737703,5.57767451215607,X,FA.g1,FM.g1
17125,16709354,18499712,12.2195492367291,15.7960088285967,X,FA.g1,FM.g1
1162,20635854,20813635,19.2687960105289,19.837842916487,X,FA.g1,FM.g1
3132,20813686,21433959,19.8379730433287,21.7189438132908,X,FA.g1,FM.g1
3871,23000735,23214612,24.3287241803043,24.8341750785256,X,FA.g1,FM.g1
41982,14997,8643654,7.08371299368232e-5,8.03293168762194,X,FA.g2,FM.g1
35993,8657673,18499712,8.06895614606507,15.7960088285967,X,FA.g2,FM.g1
21666,19714242,21767472,17.5313799750523,22.1036451967717,X,FA.g2,FM.g1
18828,23000735,24771739,24.3287241803043,24.9999684414018,X,FA.g2,FM.g1
14531,14997,4059167,7.08371299368232e-5,1.65562025033083,X,FA.g1,FM.g2
3239,6492015,6907572,4.54631601737703,5.57767451215607,X,FA.g1,FM.g2
17125,16709354,18499712,12.2195492367291,15.7960088285967,X,FA.g1,FM.g2
1162,20635854,20813635,19.2687960105289,19.837842916487,X,FA.g1,FM.g2
3132,20813686,21433959,19.8379730433287,21.7189438132908,X,FA.g1,FM.g2
3871,23000735,23214612,24.3287241803043,24.8341750785256,X,FA.g1,FM.g2
41982,14997,8643654,7.08371299368232e-5,8.03293168762194,X,FA.g2,FM.g2
35993,8657673,18499712,8.06895614606507,15.7960088285967,X,FA.g2,FM.g2
21666,19714242,21767472,17.5313799750523,22.1036451967717,X,FA.g2,FM.g2
18828,23000735,24771739,24.3287241803043,24.9999684414018,X,FA.g2,FM.g2
159247,14997,24771739,7.08371299368232e-5,24.9999684414018,X,FM.g1,FM.g2
12178,18680098,19590721,15.8997604669423,17.2891645905896,X,FA.g1,FB.g1
1162,20635854,20813635,19.2687960105289,19.837842916487,X,FA.g1,FB.g1
1136,5171823,5755745,2.7292063322599,3.25398392488982,X,FA.g2,FB.g1
12178,18680098,19590721,15.8997604669423,17.2891645905896,X,FA.g2,FB.g1
2462,20596844,20905874,19.0340251263293,20.2790830217892,X,FA.g2,FB.g1
1136,5171823,5755745,2.7292063322599,3.25398392488982,X,FM.g1,FB.g1
2462,20596844,20905874,19.0340251263293,20.2790830217892,X,FM.g1,FB.g1
5663,21767709,22120799,22.103804916931,22.606051897423,X,FM.g1,FB.g1
1136,5171823,5755745,2.7292063322599,3.25398392488982,X,FM.g2,FB.g1
2462,20596844,20905874,19.0340251263293,20.2790830217892,X,FM.g2,FB.g1
5663,21767709,22120799,22.103804916931,22.606051897423,X,FM.g2,FB.g1
132,1645415,2114554,0.372494952547654,0.900411634089162,X,FA.g1,FB.g2
132,1645415,2114554,0.372494952547654,0.900411634089162,X,FA.g2,FB.g2
